8.043600000000000136e+02,7.165599999999999454e+02,2.832400000000000091e+03,1.008410000000000082e+03,1.069290000000000191e+03,1.309240000000000009e+03,7.920399999999999636e+02,1.320890000000000100e+03,9.225600000000000591e+02,1.276890000000000100e+03,5.038899999999999864e+02,1.666090000000000146e+03,1.517000000000000000e+03,8.956000000000000227e+02,6.604900000000000091e+02,8.750399999999999636e+02
1.309809999999999945e+03,1.611209999999999809e+03,8.286899999999999409e+02,1.351359999999999900e+03,1.650799999999999955e+03,1.358009999999999991e+03,5.548900000000001000e+02,5.620399999999999636e+02,2.378840000000000146e+03,6.625600000000000591e+02,9.812500000000000000e+02,2.187759999999999764e+03,3.084900000000000091e+02,3.239559999999999945e+03,1.278009999999999991e+03,2.190640000000000327e+03
5.931600000000000819e+02,1.200200000000000045e+03,2.163050000000000182e+03,5.946499999999999773e+02,6.267599999999999909e+02,9.570400000000001910e+02,1.584359999999999900e+03,1.064240000000000009e+03,6.972899999999999636e+02,3.839039999999999509e+03,2.442289999999999964e+03,2.007599999999999909e+03,1.667639999999999873e+03,1.623039999999999964e+03,8.876000000000000227e+02,1.115049999999999955e+03
9.178100000000000591e+02,1.466360000000000127e+03,1.697799999999999955e+03,7.250099999999999909e+02,1.337240000000000009e+03,6.474900000000000091e+02,1.139809999999999945e+03,1.032240000000000009e+03,1.207209999999999809e+03,1.655039999999999736e+03,5.536900000000000546e+02,6.398400000000000318e+02,8.397999999999999545e+02,1.048240000000000009e+03,1.342650000000000091e+03,1.750810000000000173e+03
5.759599999999999227e+02,8.984900000000001228e+02,1.662849999999999909e+03,2.411400000000000091e+03,3.375840000000000146e+03,1.577809999999999945e+03,1.476559999999999945e+03,2.194840000000000146e+03,9.284900000000000091e+02,4.569600000000000364e+02,4.566100000000000136e+02,2.162490000000000236e+03,2.430000000000000000e+02,2.031410000000000309e+03,3.555639999999999418e+03,2.737210000000000036e+03
4.187890000000000327e+03,1.972760000000000218e+03,1.101000000000000000e+03,1.224599999999999909e+03,4.535600000000000591e+02,2.356090000000000146e+03,7.948100000000000591e+02,1.324160000000000309e+03,9.461600000000000819e+02,5.838500000000000227e+02,1.759159999999999854e+03,1.745889999999999873e+03,2.607759999999999764e+03,4.604100000000000250e+02,1.110490000000000009e+03,6.974500000000000455e+02
7.932900000000000773e+02,5.492900000000000773e+02,1.066010000000000218e+03,1.766289999999999736e+03,8.182899999999999636e+02,1.094650000000000091e+03,7.640099999999999909e+02,1.726760000000000218e+03,5.240399999999999636e+02,8.445600000000000591e+02,1.249210000000000036e+03,1.419240000000000236e+03,1.587490000000000236e+03,3.259600000000000364e+02,1.762609999999999900e+03,1.248039999999999964e+03
6.742000000000000455e+02,4.582899999999999636e+02,4.962500000000000000e+02,1.060960000000000036e+03,1.526289999999999964e+03,7.968100000000000591e+02,1.679009999999999764e+03,9.312399999999997817e+02,2.126960000000000036e+03,1.729210000000000264e+03,8.992400000000000091e+02,1.355410000000000082e+03,1.339690000000000055e+03,6.096099999999999000e+02,9.374100000000000819e+02,1.604210000000000036e+03
2.836840000000000146e+03,2.597449999999999818e+03,7.518100000000000591e+02,1.291960000000000264e+03,8.640900000000001455e+02,1.494360000000000127e+03,7.158900000000001000e+02,7.606100000000000136e+02,1.324200000000000045e+03,1.058009999999999764e+03,1.590809999999999945e+03,3.523600000000000136e+02,1.650440000000000055e+03,1.502849999999999909e+03,1.274410000000000082e+03,1.348839999999999918e+03
1.836559999999999945e+03,2.992960000000000491e+03,1.698959999999999809e+03,2.774559999999999945e+03,6.824900000000000091e+02,1.645809999999999491e+03,9.901600000000000819e+02,3.425690000000000055e+03,7.810399999999999636e+02,1.939160000000000309e+03,1.565799999999999955e+03,2.754160000000000309e+03,1.381409999999999854e+03,1.707240000000000236e+03,8.190099999999999909e+02,8.466499999999999773e+02
