4.839999999999999858e+01,4.100000000000000000e+01,4.960000000000000142e+01,6.900000000000000000e+01,4.820000000000000284e+01,2.000000000000000000e+01,4.520000000000000284e+01,6.909999999999999432e+01,5.439999999999999858e+01,5.700000000000000000e+01,5.750000000000000000e+01,6.729999999999999716e+01,5.479999999999999716e+01,6.039999999999999858e+01,6.840000000000000568e+01,6.590000000000000568e+01
5.410000000000000142e+01,6.609999999999999432e+01,5.979999999999999716e+01,6.600000000000000000e+01,3.900000000000000000e+01,3.939999999999999858e+01,6.100000000000000000e+01,8.079999999999999716e+01,7.409999999999999432e+01,4.670000000000000284e+01,5.650000000000000000e+01,6.820000000000000284e+01,5.139999999999999858e+01,7.279999999999999716e+01,6.540000000000000568e+01,5.700000000000000000e+01
5.870000000000000284e+01,4.710000000000000142e+01,4.550000000000000000e+01,6.859999999999999432e+01,5.350000000000000000e+01,2.280000000000000071e+01,5.370000000000000284e+01,6.670000000000000284e+01,6.050000000000000000e+01,4.689999999999999858e+01,4.800000000000000000e+01,5.560000000000000142e+01,4.860000000000000142e+01,6.379999999999999716e+01,6.559999999999999432e+01,5.470000000000000284e+01
5.460000000000000142e+01,5.460000000000000142e+01,4.770000000000000284e+01,7.259999999999999432e+01,4.360000000000000142e+01,2.800000000000000000e+01,6.720000000000000284e+01,8.520000000000000284e+01,5.279999999999999716e+01,5.350000000000000000e+01,4.500000000000000000e+01,6.279999999999999716e+01,4.900000000000000000e+01,5.179999999999999716e+01,6.650000000000000000e+01,6.809999999999999432e+01
5.800000000000000000e+01,5.470000000000000284e+01,5.600000000000000000e+01,7.009999999999999432e+01,5.679999999999999716e+01,2.139999999999999858e+01,5.900000000000000000e+01,7.490000000000000568e+01,6.479999999999999716e+01,4.400000000000000000e+01,6.320000000000000284e+01,7.629999999999999716e+01,4.410000000000000142e+01,5.889999999999999858e+01,7.270000000000000284e+01,6.609999999999999432e+01
4.239999999999999858e+01,5.000000000000000000e+01,4.939999999999999858e+01,7.550000000000000000e+01,5.120000000000000284e+01,3.089999999999999858e+01,5.370000000000000284e+01,7.420000000000000284e+01,7.440000000000000568e+01,5.850000000000000000e+01,5.510000000000000142e+01,7.520000000000000284e+01,5.110000000000000142e+01,6.179999999999999716e+01,5.860000000000000142e+01,6.350000000000000000e+01
5.289999999999999858e+01,4.750000000000000000e+01,4.320000000000000284e+01,6.120000000000000284e+01,5.779999999999999716e+01,2.450000000000000000e+01,5.600000000000000000e+01,6.010000000000000142e+01,6.700000000000000000e+01,6.020000000000000284e+01,5.060000000000000142e+01,6.089999999999999858e+01,4.920000000000000284e+01,6.859999999999999432e+01,6.289999999999999858e+01,5.910000000000000142e+01
5.929999999999999716e+01,4.510000000000000142e+01,6.400000000000000000e+01,6.970000000000000284e+01,4.089999999999999858e+01,3.289999999999999858e+01,4.220000000000000284e+01,7.040000000000000568e+01,6.060000000000000142e+01,4.560000000000000142e+01,4.370000000000000284e+01,7.109999999999999432e+01,5.000000000000000000e+01,5.950000000000000000e+01,6.900000000000000000e+01,5.610000000000000142e+01
4.329999999999999716e+01,4.629999999999999716e+01,4.210000000000000142e+01,5.750000000000000000e+01,4.879999999999999716e+01,2.650000000000000000e+01,5.779999999999999716e+01,6.070000000000000284e+01,6.740000000000000568e+01,5.279999999999999716e+01,6.500000000000000000e+01,6.440000000000000568e+01,4.870000000000000284e+01,7.090000000000000568e+01,7.800000000000000000e+01,6.609999999999999432e+01
4.729999999999999716e+01,5.229999999999999716e+01,5.300000000000000000e+01,6.360000000000000142e+01,5.370000000000000284e+01,3.360000000000000142e+01,5.489999999999999858e+01,7.390000000000000568e+01,5.929999999999999716e+01,4.879999999999999716e+01,5.239999999999999858e+01,6.720000000000000284e+01,5.050000000000000000e+01,6.509999999999999432e+01,6.770000000000000284e+01,5.320000000000000284e+01
