8.089999999999999858e+00,6.650000000000000355e+00,4.009999999999999787e+00,1.880000000000000071e+01,9.410000000000000142e+00,2.181000000000000227e+01,8.609999999999999432e+00,2.090000000000000302e+00,1.435999999999999943e+01,6.640000000000000568e+00,6.239999999999998437e+00,1.839999999999999858e+01,4.360000000000000320e+00,1.975999999999999801e+01,4.260000000000000142e+01,1.165000000000000036e+01
1.041000000000000014e+01,3.689999999999999947e+00,9.599999999999999645e+00,1.955999999999999872e+01,1.005000000000000071e+01,4.040000000000000924e+00,4.440999999999998948e+01,2.968999999999999773e+01,3.756000000000000227e+01,4.759999999999999787e+00,4.610000000000000320e+00,8.559999999999998721e+00,7.049999999999999822e+00,5.360000000000000320e+00,1.405000000000000071e+01,4.295999999999999375e+01
1.825000000000000000e+01,7.040000000000000924e+00,4.959999999999999964e+00,1.883999999999999986e+01,2.219999999999999929e+01,5.145000000000000284e+01,4.290000000000000924e+00,3.316000000000000369e+01,1.044999999999999929e+01,3.959999999999999964e+00,8.010000000000001563e+00,1.760999999999999943e+01,1.008999999999999986e+01,1.068999999999999950e+01,3.821000000000000085e+01,9.359999999999999432e+00
3.324000000000000199e+01,5.440000000000000391e+00,1.004000000000000092e+01,6.709000000000001762e+01,9.160000000000000142e+00,1.016000000000000014e+01,3.200000000000000178e+00,9.560000000000000497e+00,9.290000000000000924e+00,8.359999999999999432e+00,9.089999999999999858e+00,1.595999999999999908e+01,5.840000000000000746e+00,2.268999999999999773e+01,3.600000000000000089e+00,1.955999999999999517e+01
1.364000000000000057e+01,1.049000000000000021e+01,7.289999999999999147e+00,1.735999999999999943e+01,3.290000000000000036e+00,2.649999999999999911e+00,1.369000000000000128e+01,1.783999999999999631e+01,3.325000000000000000e+01,6.490000000000000213e+00,1.944000000000000128e+01,8.800000000000000711e+00,8.889999999999998792e+00,2.621000000000000085e+01,1.775999999999999801e+01,3.948999999999999488e+01
1.600000000000000000e+01,9.610000000000001208e+00,7.090000000000000746e+00,1.635999999999999943e+01,2.003999999999999915e+01,4.048999999999999488e+01,4.450000000000000178e+00,1.236000000000000121e+01,4.809999999999999609e+00,3.610000000000000320e+00,7.490000000000000213e+00,3.850000000000000089e+00,1.216000000000000192e+01,8.009999999999999787e+00,1.644000000000000128e+01,6.759999999999999787e+00
1.440000000000000036e+01,5.839999999999999858e+00,1.141000000000000014e+01,2.823999999999999844e+01,1.021000000000000085e+01,1.025000000000000000e+01,2.759999999999999787e+00,1.155999999999999872e+01,6.410000000000001030e+00,1.165000000000000036e+01,2.660000000000000142e+01,1.083999999999999986e+01,7.289999999999999147e+00,2.008999999999999631e+01,3.523999999999999488e+01,1.361000000000000298e+01
3.489000000000000057e+01,3.250000000000000000e+00,2.609999999999999876e+00,2.780000000000000071e+01,9.490000000000000213e+00,2.864000000000000412e+01,3.159999999999999698e+00,6.599999999999999645e+00,1.221000000000000085e+01,3.610000000000000320e+00,4.209999999999999964e+00,1.816000000000000014e+01,9.440000000000001279e+00,2.480000000000000071e+01,1.284999999999999964e+01,1.828999999999999915e+01
2.075999999999999801e+01,7.840000000000000746e+00,6.210000000000000853e+00,2.455999999999999872e+01,2.089000000000000057e+01,6.799999999999999822e+00,1.061000000000000121e+01,1.535999999999999943e+01,4.104000000000001336e+01,5.639999999999999680e+00,4.840000000000000746e+00,4.690000000000000391e+00,7.809999999999999609e+00,1.416000000000000014e+01,2.959999999999999964e+00,1.420999999999999730e+01
2.575999999999999801e+01,3.439999999999999947e+00,3.840000000000000746e+00,7.000000000000000000e+00,1.080000000000000071e+01,5.239999999999999325e+00,1.301000000000000156e+01,3.610000000000000764e+00,8.490000000000001990e+00,3.489999999999999769e+00,1.256000000000000405e+01,1.363999999999999702e+01,1.869000000000000128e+01,1.864000000000000057e+01,9.599999999999999645e+00,2.109000000000000341e+01
1.964999999999999858e+01,5.609999999999999432e+00,4.440000000000000391e+00,1.816000000000000014e+01,7.960000000000000853e+00,2.121000000000000085e+01,3.040000000000000036e+00,3.635999999999999943e+01,2.924000000000000199e+01,2.443999999999999773e+01,1.208999999999999986e+01,1.189000000000000057e+01,1.895999999999999730e+01,3.489999999999999325e+00,5.759999999999999787e+00,3.689999999999999947e+00
